ENSEMBL,SYMBOL,DMSO,ITRA,FDR,AveExpr,P value,SRR7108396,SRR7108397,SRR7108398,SRR7108399,SRR7108400,SRR7108401,SRR7108402,SRR7108403,SRR7108396 CPM,SRR7108397 CPM,SRR7108398 CPM,SRR7108399 CPM,SRR7108400 CPM,SRR7108401 CPM,SRR7108402 CPM,SRR7108403 CPM
ENSG00000092820,EZR,0,1.04286393475952,0,9.97606560908731,0,8768.18172,7590.85271,7975.533184,9578.420933,12807.999367,13065.718739,13968.000001,13074.295743,716.452,736.563,715.104,751.585,1069.879,1287.942,1337.527,1174.766
ENSG00000156976,EIF4A2,0,2.2404603332397,0,10.0897918081022,0,5239.382592,4493.201523,4531.165193,5371.899058,18034.714444,16971.88099,16483.635985,19082.167226,428.112,435.989,406.274,421.514,1506.477,1672.989,1578.416,1714.592
ENSG00000189143,CLDN4,0,1.78238851134165,0,9.87805671243512,0,5819.159382,4322.636069,5638.704547,6120.061037,13168.415134,14462.674058,15530.475247,13551.31839,475.486,419.438,505.579,480.220,1099.985,1425.646,1487.145,1217.628
ENSG00000197746,PSAP,0,1.3116094967856,0,9.99895910164007,0,8021,6561,7164.000001,8609,15129.000001,13540,13944,14632,655.400,636.634,642.340,675.518,1263.757,1334.694,1335.229,1314.731
ENSG00000109107,ALDOC,0,4.94579384762299,2.70523329155374e-266,6.85698372263494,5.11764428209386e-270,101.33205,64.996982,113.157588,99.437103,2182.773528,2123.964779,2214.094405,2332.150663,8.280,6.307,10.146,7.802,182.332,209.368,212.014,209.551
ENSG00000228716,DHFR,0,-3.35288963608954,1.89783046264545e-240,5.70651511110111,3.91661918099738e-244,1291.835319,1047.688239,1124.431241,1353.920171,100.424496,90.62045,75.3517,93.172599,105.556,101.660,100.819,106.237,8.389,8.933,7.215,8.372
ENSG00000186480,INSIG1,0,6.12507197979204,3.13199639544787e-237,10.277539671361,7.00224485198243e-241,412,369,588.000001,434.000001,17875,25462.997251,26636.997191,24490.996623,33.665,35.805,52.721,34.054,1493.136,2509.994,2550.667,2200.592
ENSG00000179094,PER1,0,4.17372538371778,1.4210388423535e-212,6.516151187038,3.42142222177395e-216,131.040678,111,116,142.050523,1609.999999,1573,1921.000001,1721.580551,10.707,10.771,10.401,11.146,134.487,155.057,183.948,154.689
ENSG00000163931,TKT,0,3.60090048528633,1.18798249451655e-207,10.2657544656879,3.06460134104051e-211,2521.001378,1971,2531.51582,2669.000585,20036.000002,22474.010239,25145.361566,20627.000001,205.992,191.252,226.981,209.427,1673.649,2215.357,2407.833,1853.400
ENSG00000079459,FDFT1,0,2.65487420678775,1.13643529099518e-204,9.64755980427784,3.1270684052355e-208,2896.989491,2422.000002,3077.000001,2938.000001,12715.324744,12930.999998,14279.318343,14097.324062,236.714,235.014,275.891,230.534,1062.138,1274.663,1367.338,1266.688
ENSG00000052802,MSMO1,0,4.71294502367567,8.16990988007522e-196,8.83234563988526,2.38857495590966e-199,444.249665,391.425887,448.260178,442.54684,7586.024748,8759.849443,9295.553274,8518.30438,36.300,37.981,40.192,34.725,633.676,863.495,890.110,765.396
ENSG00000189057,FAM111B,0,-4.41215737810018,8.50734908122232e-195,4.48872091690141,2.63353712937902e-198,544.262768,499.671285,535.415977,535.12701,22.932156,18.171066,24.559987,10.017948,44.472,48.485,48.007,41.990,1.916,1.791,2.352,0.900
ENSG00000085982,USP40,0,-3.13657348645253,1.5839227146278e-194,5.74517277083137,5.17559488502043e-198,1318.999999,1077,1104.999999,1384.999999,142.000001,82.876281,94.738896,105.999999,107.776,104.505,99.077,108.676,11.862,8.169,9.072,9.524
ENSG00000231074,HCG18,0,-3.38040660288661,1.00605967497469e-192,4.79906353869152,3.46040096642884e-196,680.036279,569.445115,620.076088,663.081969,47.788049,42.063161,45.787657,49.948667,55.566,55.255,55.597,52.030,3.992,4.146,4.384,4.488
ENSG00000112972,HMGCS1,0,3.87528839714919,2.46436844875245e-188,8.73949225545977,8.90015605685614e-192,755.044111,621.985353,694.251339,745.867657,7282.151097,7388.534538,7703.857983,8969.704423,61.695,60.353,62.248,58.526,608.293,728.319,737.695,805.956
ENSG00000111700,SLCO1B3,0,-2.5853748694004,2.19695405496995e-184,6.51475585021491,8.31220685664591e-188,2161.70335,1803.306918,1964.860795,2062.581681,316.870656,226.784084,231.714163,245.862486,176.634,174.980,176.174,161.843,26.469,22.355,22.188,22.092
ENSG00000138814,PPP3CA,0,-3.55941239892245,3.01580308217787e-183,4.69577305745482,1.19289853113817e-186,592.025456,553,587.999999,642,46.078835,30.000001,32.084434,46,48.375,53.659,52.721,50.375,3.849,2.957,3.072,4.133
ENSG00000134398,ERN2,0,-3.97310094232127,1.64666306786509e-177,4.91770274357511,6.79655246681034e-181,708.227707,586.255189,775.885976,767.328706,42.468229,26.049945,42.043489,27.170216,57.870,56.886,69.568,60.210,3.547,2.568,4.026,2.441
ENSG00000091136,LAMB1,0,1.72703047925786,1.79185830416332e-169,9.24482721570345,8.0121615746722e-173,3773.483058,3377.32886,3306.91458,4063.915399,10775.855695,8180.105742,8171.770446,9723.896425,308.333,327.712,296.505,318.881,900.130,806.347,782.500,873.722
ENSG00000167995,BEST1,0,-4.05570838095305,1.92752157086231e-169,4.69099704566076,8.95026096157711e-173,703.749221,472.831035,612.984121,639.049468,35.583578,24.214335,28.04485,23.178651,57.504,45.880,54.962,50.144,2.972,2.387,2.685,2.083
ENSG00000164211,STARD4,0,2.75393881048245,3.62891689111404e-168,6.09816293772797,1.74746200063964e-171,229.969859,188,258.969623,243,1275.995242,1082.999143,1046.996746,1337.992598,18.791,18.242,23.220,19.067,106.587,106.756,100.257,120.223
ENSG00000197712,FAM114A1,0,2.5818862048138,4.11970604249675e-167,5.55762685675662,2.0546455575078e-170,185.583627,177.061722,166.494891,171.896617,978.53624,729.873645,711.194902,808.185749,15.164,17.181,14.928,13.488,81.739,71.947,68.102,72.618
ENSG00000117395,EBNA1BP2,0,-2.70769327044411,1.4917818846743e-166,5.65543905859539,7.69660628067295e-170,1150.991308,959.967271,1095.147134,1226,174.025419,103.078056,109.030572,134.539743,94.048,93.149,98.193,96.200,14.537,10.161,10.440,12.089
ENSG00000226752,CUTALP,0,-3.81370342253809,4.51245689757328e-166,4.72058371831445,2.40573312165325e-169,675.539144,538.193185,552.562702,688.763548,53.33598,29.999999,21.049442,29.138847,55.199,52.223,49.544,54.045,4.455,2.957,2.016,2.618
ENSG00000244242,IFITM10,0,6.05239658752032,1.19689977157265e-165,4.02295514255829,6.58689058598463e-169,2.696648,7.348006,8.247111,6.994121,295.973982,323.72269,342.253202,337.404515,0.220,0.713,0.739,0.549,24.723,31.911,32.773,30.317
ENSG00000136937,NCBP1,0,-2.44594197522447,6.93701683619479e-164,6.28260167270412,3.93694525245375e-167,1727.00689,1578.582472,1592.507487,1796.411069,294.041428,201.092996,201.53459,247.630542,141.115,153.175,142.788,140.958,24.562,19.823,19.298,22.250
ENSG00000119899,SLC17A5,0,2.5970199723309,9.80579181673063e-163,5.97418387191299,5.73369084851912e-166,228.070936,208.24201,247.32362,242.690308,1152.32612,1055.34416,1012.199776,1054.440025,18.636,20.206,22.176,19.043,96.256,104.030,96.925,94.745
ENSG00000163121,NEURL3,0,3.77380203784293,6.38306954249905e-162,4.10626354868568,3.84211453707786e-165,28.067344,28,38,30,352.809631,309.806155,286.100874,354.386294,2.293,2.717,3.407,2.354,29.471,30.539,27.396,31.843
ENSG00000163389,POGLUT1,0,-4.58234130486837,5.81307809551591e-157,4.17105431928727,3.69896795250123e-160,476.132537,366.368523,377.676262,481.707042,28,8,7.008067,11.073868,38.905,35.550,33.863,37.798,2.339,0.789,0.671,0.995
ENSG00000174808,BTC,0,-5.46425745258026,1.8068360364812e-156,3.70791267567997,1.18079641918389e-159,329,289,274,344,5,4,4,8,26.883,28.043,24.567,26.992,0.418,0.394,0.383,0.719
ENSG00000001630,CYP51A1,0,2.8054350636486,1.1429900696115e-150,9.02511842148491,7.66619304776664e-154,1691.694909,1575.594698,1664.945515,1785.324474,8602.888161,8885.523399,9037.843628,9088.196975,138.229,152.885,149.283,140.088,718.617,875.883,865.433,816.603
ENSG00000108828,VAT1,0,2.9526835166337,1.45860079936207e-148,9.48850712466114,1.0033885148758e-151,2157,1772,2362,2187.000001,11559,12412.999999,13629,11913,176.249,171.943,211.782,171.606,965.547,1223.601,1305.066,1070.420
ENSG00000167508,MVD,0,3.09124253156885,5.15945392795276e-146,5.68270950277993,3.72671100785966e-149,148,92.006679,164.086838,160.999999,996.857484,786.005312,925.999999,955.085507,12.093,8.928,14.712,12.633,83.270,77.480,88.671,85.817
ENSG00000084234,APLP2,0,1.02329111746323,1.62785016405472e-145,10.1551688687864,1.20380341297664e-148,10095.10766,8545.800338,9280.037454,10892.96278,16003.558921,14351.603196,14315.415871,15324.151279,824.876,829.225,832.069,854.732,1336.811,1414.697,1370.795,1376.923
ENSG00000011638,LDAF1,0,2.79976673802953,1.96866564531218e-144,6.07468571827133,1.48969488354921e-147,266.981005,189.928053,189.949442,235.74064,1184.191252,1134.635815,1173.727911,1165.171808,21.815,18.429,17.031,18.498,98.918,111.846,112.392,104.694
ENSG00000166866,MYO1A,0,-3.59374753715917,7.56773431243829e-144,5.11858575966212,5.8566743608393e-147,791,727.478422,876,816.573194,77,37,32,59.363545,64.633,70.589,78.544,64.074,6.432,3.647,3.064,5.334
ENSG00000198074,AKR1B10,0,4.43456767013211,5.34347249250574e-142,6.36797843714002,4.22721266196475e-145,86.108942,96.630884,111.727057,82.988876,1675.852738,1604.858347,1756.711429,1181.16764,7.036,9.376,10.018,6.512,139.987,158.198,168.217,106.132
ENSG00000101670,LIPG,0,2.28351195837632,1.0087667889263e-141,6.75603558576132,8.15382377070801e-145,474.024905,439.492566,465.067825,528.475941,2060.303651,1628.684089,1501.615499,1932.579799,38.733,42.645,41.699,41.468,172.101,160.546,143.790,173.648
ENSG00000205339,IPO7,0,1.07237287702765,5.76652511920461e-141,9.84079794102951,4.7602319246362e-144,7904.95303,7300.261665,6927.465157,8298.328496,12472.753418,11872.740984,11564.374169,12800.92474,645.917,708.367,621.132,651.141,1041.875,1170.346,1107.364,1150.203
ENSG00000265168,NA,0,4.70611293812224,1.2516888884723e-139,3.70642744360558,1.05478796043033e-142,15.667952,12.003018,15.842412,7.562897,253.226473,255.03522,247.999865,269.103488,1.280,1.165,1.420,0.593,21.153,25.140,23.748,24.180
ENSG00000106028,SSBP1,0,-2.30482334370684,7.12077602438932e-137,5.63175927590842,6.12308117735164e-140,1100.010895,894.99935,1006.714932,1184.655056,168.97235,153.278886,147.127972,176.145542,89.882,86.844,90.264,92.956,14.115,15.109,14.088,15.827
ENSG00000139112,GABARAPL1,0,3.18350776472788,1.16763971421451e-136,6.2607399378779,1.02412206003646e-139,206.089112,191.060643,175.272892,218,1215.204594,1382,1370.896415,1465.073517,16.840,18.539,15.715,17.106,101.509,136.229,131.272,131.641
ENSG00000113328,CCNG1,0,1.89100116089066,2.57550313484334e-136,9.02919139559245,2.3032342685238e-139,3081,2524.999999,2700.000001,3158,8711,7578,7533,8558.999999,251.750,245.008,242.088,247.797,727.648,746.995,721.334,769.053
ENSG00000012048,BRCA1,0,-2.9940835409443,4.12366493882522e-136,5.84263414232188,3.75865034752845e-139,1307.762636,1179.142921,1194.901509,1492.696255,179.162098,94.109854,89.450568,138.552089,106.858,114.416,107.138,117.127,14.966,9.277,8.565,12.449
ENSG00000130513,GDF15,0,2.05744780381283,2.04379373866073e-134,10.11865735633,1.89803191716992e-137,5496,4376,6704,5635,13194,19722,21290,14621,449.081,424.617,601.096,442.159,1102.122,1944.080,2038.657,1313.742
ENSG00000076864,RAP1GAP,0,2.36824739481691,2.66147343761178e-134,5.12875582032502,2.51743063388735e-137,149,122.000001,165.000001,157,651,542,537.000001,610.999999,12.175,11.838,14.794,12.319,54.379,53.427,51.421,54.900
ENSG00000104549,SQLE,0,3.82543988005313,3.71388978773182e-134,8.63986802423842,3.57675938763792e-137,670,585,797,656,6824,7269,7413,7607.999999,54.746,56.764,71.461,51.474,570.023,716.536,709.843,683.602
ENSG00000166275,BORCS7,0,-4.62736686944682,1.49497933947161e-133,3.51870378792669,1.46548957555646e-136,282.644638,234.717475,243.855102,301.511617,8.596104,6.649751,3.039221,14.188129,23.095,22.775,21.865,23.659,0.718,0.655,0.291,1.275
ENSG00000132613,MTSS2,0,2.39582554806549,3.3405665320506e-133,6.72370162419206,3.33212132799516e-136,421,378.638278,439.127077,512.36198,1869.155379,1690,1730.201012,1714.468159,34.400,36.740,39.373,40.203,156.134,166.590,165.678,154.050
ENSG00000130956,HABP4,0,2.5506556354066,1.78559097715068e-132,5.89638124605392,1.8117850904069e-135,253.143997,185.329774,221.686303,245.406512,1037.758898,992.78888,1014.778994,977.380726,20.685,17.983,19.877,19.256,86.686,97.863,97.172,87.821
ENSG00000128833,MYO5C,0,-2.41865949043505,4.45516603961938e-132,5.90137571344868,4.59714107997253e-135,1206.906708,1264.757168,1253.512653,1370.704151,215.967687,166.205479,171.612192,177.850492,98.617,122.723,112.393,107.554,18.040,16.384,16.433,15.980
ENSG00000099194,SCD,0,2.30324611229412,4.99919569494253e-132,10.4363988378338,5.24448273155097e-135,5816,5280.802988,7008.783572,5892.679708,23056.043785,21343.616265,22395.650305,23492.951302,475.228,512.412,628.423,462.378,1925.919,2103.929,2144.530,2110.915
ENSG00000203499,IQANK1,0,-2.79704885623474,5.28215994084229e-132,5.50572841100918,5.63217219000502e-135,998.721125,918.426856,972.79744,1123.496394,162.169467,100.697483,86.247563,95.183856,81.606,89.118,87.223,88.157,13.546,9.926,8.259,8.553
ENSG00000121671,CRY2,0,2.40369035213309,3.74483781009846e-131,6.44687193231445,4.05738528275238e-134,398.00835,327,331.999999,382.003553,1444.451994,1395.522042,1338.011842,1615.042801,32.521,31.730,29.768,29.974,120.658,137.562,128.123,145.117
ENSG00000150961,SEC24D,0,2.24775079206992,6.92459704475616e-131,5.73627021662291,7.62161781114064e-134,247.137809,198.089858,260.999999,259,976.012586,748.015332,833.250819,948.771163,20.194,19.221,23.402,20.323,81.528,73.735,79.789,85.250
ENSG00000197150,ABCB8,0,-2.86959017175153,3.1686428911259e-130,4.77487202260227,3.5420879481862e-133,611.755026,507.065738,646.495349,642.530498,81.025424,50.012442,62.005977,59.015546,49.987,49.202,57.966,50.417,6.768,4.930,5.937,5.303
ENSG00000254166,PCAT2,0,-3.09934395178259,1.00160759584106e-128,5.10956061892251,1.13687896753934e-131,815.953685,742.100897,703.988777,840.794239,100.955144,55.343404,44.033361,78.787912,66.672,72.008,63.121,65.974,8.433,5.455,4.216,7.079
ENSG00000108448,TRIM16L,0,2.28341992248077,1.22816546912711e-128,5.90581799652726,1.4151561805685e-131,283.303973,239.942743,271.44986,266.231127,1069.777214,961.44125,963.471527,942.571783,23.149,23.282,24.339,20.890,89.361,94.773,92.259,84.693
ENSG00000148346,LCN2,0,-4.05408185513193,1.88282022405991e-128,8.47479452705348,2.20186381474666e-131,9779.000001,7894.999999,6282,10683.000001,424,353.999999,399,404,799.047,766.076,563.258,838.257,35.418,34.895,38.207,36.301
ENSG00000134575,ACP2,0,-3.41578142556613,2.37498530796755e-128,4.12642944069085,2.81827069753833e-131,407.999999,351.953677,382.999999,429.777989,47,22.000001,17.847,26,33.338,34.151,34.341,33.723,3.926,2.169,1.709,2.336
ENSG00000261604,NA,0,4.45346749974938,6.22450478105238e-128,4.50356167664316,7.49334161132418e-131,25.83428,29.017895,23.800922,25.570043,397.704175,366.512695,409.341441,579.37859,2.111,2.816,2.134,2.006,33.221,36.129,39.197,52.059
ENSG00000235884,NA,0,-3.18994839409022,1.62330325875978e-126,4.11198067977978,1.9821234349484e-129,401.082321,333.494168,396.293552,403.339285,38.392933,31.925474,26.452752,31.527131,32.773,32.360,35.533,31.649,3.207,3.147,2.533,2.833
ENSG00000113161,HMGCR,0,2.82194614013271,1.68149220604463e-126,8.47797312504737,2.0820926072749e-129,1189.999999,1070,1099.67563,1196,6264.999999,5785,5789.999999,6716,97.235,103.825,98.599,93.846,523.328,570.252,554.430,603.453
ENSG00000163618,CADPS,0,-2.57228591592694,1.0643253136166e-124,5.55354216142129,1.33619529630096e-127,1082.428355,925.000001,950.014643,1112.706736,180.78614,96.766409,131.000001,117.007542,88.446,89.756,85.180,87.310,15.101,9.539,12.544,10.513
ENSG00000163347,CLDN1,0,-2.52560082317322,7.82794301771312e-124,6.58781307192428,9.96212673587237e-127,2180,1909,1957,2326,397,224,225,277,178.129,185.236,175.469,182.513,33.162,22.081,21.545,24.889
ENSG00000144455,SUMF1,0,-3.57206918871378,2.94263410983947e-123,3.89968046001094,3.79551065812442e-126,339.680017,310.707356,338.51042,356.082053,28.248109,20.058807,11,27.108871,27.755,30.149,30.352,27.941,2.360,1.977,1.053,2.436
ENSG00000144455,LOC100130207,0,-3.57206995053875,2.99255644882094e-123,3.89968046001094,3.91136757030271e-126,339.680017,310.707356,338.51042,356.082053,28.248109,20.058807,11,27.108871,27.755,30.149,30.352,27.941,2.360,1.977,1.053,2.436
ENSG00000101246,ARFRP1,0,-3.56848742422354,3.41472578643948e-123,4.1912456295805,4.52188222188315e-126,442.125539,328.474576,453.755185,437,37.106545,27.332963,23,19.254189,36.126,31.873,40.685,34.290,3.100,2.694,2.202,1.730
ENSG00000118855,MFSD1,0,-2.48869245150118,1.06231169313897e-122,4.86179638294802,1.42501439566684e-125,630,561,620,663,106,76.000001,63.000001,93,51.478,54.436,55.591,52.023,8.854,7.492,6.033,8.356
ENSG00000178295,GEN1,0,-3.45758986576475,3.99974047387426e-122,4.12337020965857,5.43414961109029e-125,436.550596,356.873279,349.864923,430.396216,38.044025,17.094113,18.378054,36.03454,35.671,34.628,31.370,33.772,3.178,1.685,1.760,3.238
ENSG00000161671,EMC10,0,-2.74949861331814,5.02076860064073e-121,4.78703687956765,6.90769064700257e-124,633.753134,489.918841,574.622098,713.50253,71.953508,58.604419,67.51769,74.726072,51.784,47.538,51.522,55.986,6.010,5.777,6.465,6.714
ENSG00000148730,EIF4EBP2,0,-2.64129525675844,1.10676943116016e-120,6.72341052633808,1.54175321038013e-123,2308.795653,2266.119694,2251.384774,2447.148657,371.465707,234.174006,299.666061,237.897813,188.653,219.888,201.864,192.019,31.029,23.084,28.695,21.376
ENSG00000123358,NR4A1,0,3.93681959240968,3.39515528956842e-120,6.4448108098882,4.78791225247409e-123,160.529953,105.726117,144.359771,146.93435,1277.072197,1633.989758,1832.618543,1648.717018,13.117,10.259,12.944,11.529,106.676,161.069,175.485,148.142
ENSG00000188938,FAM120AOS,0,-2.40406675839535,1.10249220661559e-119,5.40410095407629,1.57371580905453e-122,948.013537,781.256951,848.338295,1030.608278,178.467646,100.149901,117.17213,127.095327,77.463,75.808,76.064,80.868,14.908,9.872,11.220,11.420
ENSG00000068885,IFT80,0,-2.81116522861005,1.16639146277071e-119,4.36888948349093,1.68498603320446e-122,451.261288,409.116003,465.797667,466.171091,62.024281,38.618767,43.107247,51.912255,36.873,39.698,41.764,36.579,5.181,3.807,4.128,4.664
ENSG00000181638,ZFP41,0,-3.67669435669716,6.12713813122077e-119,4.18688444207163,8.95672590423866e-122,423.649654,339.518274,466.928863,433.577702,31.683651,14.987974,16.834959,36,34.617,32.944,41.866,34.021,2.647,1.477,1.612,3.235
ENSG00000114248,LRRC31,0,-4.42636063840375,6.24213594120232e-119,3.77409275719113,9.23218207204842e-122,342.999999,298,333,293,20,5,9,11,28.027,28.916,29.858,22.991,1.671,0.493,0.862,0.988
ENSG00000075618,FSCN1,0,4.16638799264955,3.81120370192533e-118,6.21080118109264,5.76789732521762e-121,108,83.486612,99,118,1136,1406.000001,1695.945435,1248,8.825,8.101,8.877,9.259,94.892,138.595,162.398,112.137
ENSG00000250786,SNHG18,0,2.93537305817072,4.04831193491621e-118,5.60596369858775,6.19636029730757e-121,152,122,160,154,779,820,853,958,12.420,11.838,14.346,12.084,65.071,80.831,81.680,86.079
ENSG00000116455,WDR77,0,-2.76174408616782,8.30316469091234e-118,5.12308549062035,1.28516487898277e-120,811.422335,681.084718,724.743648,840.930394,122.909626,59.792808,64.405646,100.069093,66.302,66.088,64.982,65.985,10.267,5.894,6.167,8.992
ENSG00000145604,SKP2,0,-2.59848767083933,1.46206912362612e-117,4.69268089768942,2.28813679553505e-120,577.699341,498.836742,561.464425,579.037572,90.529391,52.198053,72.179355,65.537654,47.204,48.404,50.342,45.435,7.562,5.145,6.912,5.889
ENSG00000067064,IDI1,0,3.73438539955488,4.12112073244302e-117,7.54897598242044,6.5204242245474e-120,364,275.888436,383.868427,331,3526.999999,3262.190355,3264.569564,3669.055643,29.743,26.770,34.419,25.972,294.618,321.568,312.604,329.676
ENSG00000128000,ZNF780B,0,-3.96247981517271,2.07405422677018e-116,4.33112000660746,3.31723120865439e-119,503.27876,448.752528,384.98339,530.908307,35.084668,10.572108,11.620986,34.732288,41.123,43.544,34.518,41.658,2.931,1.042,1.113,3.121
ENSG00000196922,ZNF252P,0,-2.62971220993683,2.69464962552037e-116,4.79159618991908,4.3561501848576e-119,635.636561,556.55551,569.834484,623.738296,106.203092,56.976777,59.619769,73.597303,51.938,54.004,51.093,48.943,8.871,5.616,5.709,6.613
ENSG00000090339,ICAM1,0,3.8492853144095,5.02608624152797e-116,3.84052574027458,8.2115705529977e-119,23.035504,20.60476,25.048523,29.825461,352.999999,230.982961,208,308.371144,1.882,1.999,2.246,2.340,29.487,22.769,19.917,27.708
ENSG00000104856,RELB,0,2.02770137565346,5.10579308586766e-116,6.05578909312063,8.42960318233606e-119,336.999999,281.000001,346.999999,397.491316,1146.376686,978,972.152998,1139,27.536,27.266,31.113,31.190,95.759,96.406,93.090,102.343
ENSG00000148019,CEP78,0,-2.67261580108623,2.7285088924429e-115,4.41084594812215,4.55165980303302e-118,484.52889,399.59187,434.660841,511.963087,71.921107,41.790935,46.675703,59.255045,39.591,38.774,38.973,40.172,6.008,4.120,4.470,5.324
ENSG00000165025,SYK,0,-2.42112742788189,5.78133450334664e-115,6.34940831234814,9.74376633924314e-118,1905.683205,1581.044725,1581.038411,1945.226832,322.752374,216.41583,257.027271,205.456178,155.714,153.414,141.759,152.635,26.960,21.333,24.612,18.461
ENSG00000179918,SEPHS2,0,-2.65278983688866,1.22562617628046e-114,5.61734143551926,2.08672831705445e-117,1129,943,976,1250,190,117,102,116,92.251,91.502,87.510,98.083,15.871,11.533,9.767,10.423
ENSG00000103888,CEMIP,0,-2.75304221905227,1.77262856615683e-112,5.69425338392598,3.04852970257594e-115,1187.337467,1034.270302,1024.024058,1329.628511,188.523329,97,96.552606,141.557439,97.018,100.358,91.816,104.331,15.748,9.562,9.246,12.719
ENSG00000139618,BRCA2,0,-2.63524864579774,3.84105181289312e-111,4.9794707800193,6.72227730071525e-114,666.228567,667.777527,638.791572,749.27538,110.655057,81.313834,75.01891,69.106286,54.438,64.796,57.275,58.793,9.243,8.015,7.184,6.209
ENSG00000144306,SCRN3,0,-3.08820331928983,3.84105181289312e-111,4.34240659843838,6.73787615724109e-114,439.344671,448.159605,393.491469,514.278065,52.881074,35.292265,31.83624,41.758314,35.899,43.486,35.281,40.354,4.417,3.479,3.049,3.752
ENSG00000147155,EBP,0,2.36647663724761,1.86613728396753e-110,6.50517792008559,3.30562437010775e-113,435.996754,330,395.000001,369,1538.000001,1356,1595,1507.999999,35.625,32.021,35.417,28.954,128.472,133.667,152.732,135.498
ENSG00000183048,SLC25A10,0,-2.70379898042326,2.65997452819533e-110,5.17140185678296,4.75755156641469e-113,763.999893,648.999999,872.000001,862,124,68,81.000001,98,62.427,62.974,78.185,67.638,10.358,6.703,7.756,8.806
ENSG00000136279,DBNL,0,-3.26027061819487,6.17234918793419e-110,6.04265190183187,1.11458315086434e-112,1588.286007,1226.572507,1650.3486,1604.530811,193.205646,86.545705,82.797516,129.097353,129.780,119.018,147.974,125.902,16.139,8.531,7.928,11.600
ENSG00000137310,TCF19,0,-3.05063608063998,1.09440854340499e-109,4.27578605452882,1.99506948941354e-112,420.472778,343,468,480.523466,47.802866,34,34.999999,40.825993,34.357,33.282,41.962,37.705,3.993,3.352,3.351,3.668
ENSG00000131746,TNS4,0,-3.35170845404651,1.41849183849723e-109,6.81339299244835,2.61025722254293e-112,2546.252607,2348.287054,2984.515046,2543.393933,304.103742,164.591339,170.684228,153.254844,208.055,227.861,267.598,199.571,25.402,16.224,16.344,13.770
ENSG00000164764,SBSPON,0,-3.20069911256269,3.73783652992792e-109,4.00141545043845,6.94251371923255e-112,359.826445,306,388.391246,363.028121,33.203969,26.079524,26.286167,32.115657,29.402,29.692,34.824,28.486,2.774,2.571,2.517,2.886
ENSG00000189431,RASSF10,0,-4.25339362987724,7.85590546842543e-109,3.27577345958636,1.47263607074892e-111,216,203,215,247,13,8,4,10,17.649,19.698,19.277,19.381,1.086,0.789,0.383,0.899
ENSG00000100889,PCK2,0,-1.9911008590336,7.94095482068051e-109,6.30387183129509,1.50223576500053e-111,1696.000002,1340.000001,1669.999999,1746.032189,393,266,277.999998,307,138.581,130.024,149.736,137.005,32.828,26.221,26.620,27.585
ENSG00000126561,STAT5A,0,2.81201658864546,9.9350726799876e-109,4.25848881775458,1.89656055768763e-111,66.807738,66.725981,53.305757,64.128808,352.461696,289.253768,329.341965,379.026358,5.459,6.475,4.780,5.032,29.442,28.513,31.537,34.057
ENSG00000143333,RGS16,0,-3.49605599141697,1.14931162789625e-108,3.78771663987056,2.21374967452112e-111,336,269,296,336,16.086832,23,28,16,27.455,26.102,26.540,26.365,1.344,2.267,2.681,1.438
ENSG00000242125,SNHG3,0,2.27649288001698,3.29765394639011e-108,5.18688426847968,6.40849735914291e-111,184.991969,144.896432,158.632119,161.760379,623.557597,603.608862,550.648309,622.614968,15.116,14.060,14.223,12.693,52.087,59.500,52.728,55.944
ENSG00000136098,NEK3,0,-3.37740425278108,3.73764118471289e-108,4.69490631929101,7.32782594213406e-111,666.993408,517.992425,531.997844,642.000001,72,28,25,49.949399,54.500,50.262,47.700,50.375,6.014,2.760,2.394,4.488
ENSG00000144043,TEX261,0,-2.60525973714283,4.60370268706535e-108,6.09223922546487,9.10495483881397e-111,1524.607014,1317.989955,1478.598851,1642.872571,283.940916,140.214001,150,184.408835,124.576,127.889,132.574,128.910,23.718,13.821,14.363,16.570
ENSG00000105948,TTC26,0,-4.46496373725118,1.06120789494087e-107,3.28716825921142,2.11705016274512e-110,241.588599,216.369943,201.843534,233.495196,13.536089,4.062143,5.047567,8,19.740,20.995,18.098,18.322,1.131,0.400,0.483,0.719
ENSG00000173530,TNFRSF10D,0,1.90640342289054,1.18508555704824e-107,6.40977427711866,2.3845599975002e-110,491.143764,406,489,468,1595,1165.99513,1145.985049,1434.992068,40.132,39.395,43.845,36.722,133.234,114.937,109.736,128.938
ENSG00000142798,HSPG2,0,2.07800858415262,6.97820118789131e-107,5.71819052948813,1.4161138840717e-109,259.485555,247.176287,272.706242,266.253865,929.360324,814.824744,821.033665,807.092257,21.203,23.984,24.451,20.892,77.631,80.321,78.619,72.520
ENSG00000187231,SESTD1,0,1.90865599804842,1.05020703766328e-106,5.95898047306888,2.14928779613617e-109,365,322,309.843252,360.000001,1044.71447,932,906,1005,29.824,31.245,27.781,28.248,87.267,91.871,86.755,90.302
ENSG00000122952,ZWINT,0,-2.67798932643448,1.39821093399127e-106,4.28044157098544,2.88553686482455e-109,411.000001,385,420.999999,447,55.000001,41,42,61,33.583,37.358,37.748,35.075,4.594,4.042,4.022,5.481
ENSG00000230487,PSMG3-AS1,0,-5.18492318921666,3.41523764363481e-106,3.16309992655436,7.106880060533e-109,235.469204,192.451493,201.000001,199.052033,3,5,5,4,19.240,18.674,18.022,15.619,0.251,0.493,0.479,0.359
