ENSEMBL,SYMBOL,DMSO,ITRA,FDR,AveExpr,P value,SRR7108388,SRR7108389,SRR7108390,SRR7108391,SRR7108392,SRR7108393,SRR7108394,SRR7108395,SRR7108388 CPM,SRR7108389 CPM,SRR7108390 CPM,SRR7108391 CPM,SRR7108392 CPM,SRR7108393 CPM,SRR7108394 CPM,SRR7108395 CPM
ENSG00000091138,SLC26A3,0,3.75114490427862,1.57702019251462e-129,11.6913485215368,1.08485059763332e-133,5554,5594,4739,4427.999999,55928.999999,60911.000001,76728,70391,526.979,507.057,440.914,453.417,5110.449,5318.778,6131.397,6847.189
ENSG00000109107,ALDOC,0,3.52516872992051,6.59791545721763e-84,5.8928354381672,6.80817458223223e-88,100.84526,98.40055,114.243161,106.161212,1078.09834,1450.775584,959.521478,1124.446221,9.568,8.919,10.629,10.871,98.510,126.682,76.676,109.379
ENSG00000187134,AKR1C1,0,4.64884401005472,2.14390627880742e-77,4.98769035955674,2.58093176804512e-81,19.851747,28.412533,26.622675,32.012689,415.016674,562.370241,757.719361,867.932543,1.884,2.575,2.477,3.278,37.922,49.106,60.550,84.427
ENSG00000104081,BMF,0,2.52295398672018,7.80129197121098e-71,4.89526796565533,1.07331996095564e-74,97,110.375397,98.519301,84.113147,469.315857,530.272496,570.032229,586.07361,9.204,10.005,9.166,8.613,42.883,46.304,45.552,57.010
ENSG00000158373,H2BC5,0,2.51941984110659,1.83184939998131e-70,5.40815280867104,2.83533881366739e-74,147.74623,138.763402,135.051322,135.538052,694.401697,794.18508,744.217828,832.593665,14.019,12.578,12.565,13.879,63.450,69.349,59.471,80.989
ENSG00000130234,ACE2,0,2.70408687170418,1.20086260852596e-64,6.08209304357273,2.06521851260763e-68,209,247,167,177,1169,1126,1192.000001,1489,19.831,22.389,15.538,18.124,106.816,98.323,95.254,144.840
ENSG00000268621,IGFL2-AS1,0,4.25244918723329,4.827825356185e-59,4.84750126510541,9.96335224073813e-63,36.702045,28.315125,32.505979,28.56081,336.389738,443.171585,945.963479,655.477966,3.482,2.567,3.024,2.925,30.737,38.698,75.593,63.761
ENSG00000180573,H2AC6,0,1.84887458374003,3.55148640670133e-53,6.12031647008579,7.94010409601825e-57,343.772264,361.934453,345.93077,288.895008,1065.938716,1331.938754,1228.307665,1019.934032,32.618,32.807,32.185,29.582,97.399,116.306,98.155,99.213
ENSG00000103811,CTSH,0,1.76530830768319,3.5367407861265e-52,6.55393812997748,8.51537843840112e-56,486,543,445.000001,421,1420.000001,1698.000001,1607,1463,46.113,49.219,41.403,43.109,129.751,148.270,128.417,142.311
ENSG00000078814,MYH7B,0,-2.4439939735874,1.56428001388671e-51,4.74521445728922,4.03532430018756e-55,510.072267,491.084727,555,439,78,62.10648,142.003246,77.03992,48.397,44.513,51.637,44.953,7.127,5.423,11.348,7.494
ENSG00000110080,ST3GAL4,0,1.87956706413942,1.03845112294247e-50,6.77625370684349,2.85745059368145e-54,532,529.999998,529,484,1634.000001,1738,1878.999999,2079,50.478,48.041,49.218,49.560,149.305,151.763,150.152,202.232
ENSG00000106211,HSPB1,0,2.41976062166586,2.5086680851194e-50,5.17823476713193,7.76583925776896e-54,134.7039,134.462944,129.671514,105.750272,468.846553,577.500478,824.814825,746.566241,12.781,12.188,12.065,10.829,42.840,50.428,65.912,72.621
ENSG00000162344,FGF19,0,-2.92944144511775,2.5086680851194e-50,3.85877714470965,7.72023934262523e-54,281,292,317,233,28,28,63,25,26.662,26.468,29.494,23.859,2.558,2.445,5.034,2.432
ENSG00000163817,SLC6A20,0,2.47249878878485,6.79623793329127e-50,5.11650916680147,2.22072541545624e-53,122.097012,136.061618,107.535938,103.203689,487.228936,690.197683,612.287162,701.667481,11.585,12.333,10.005,10.568,44.520,60.268,48.928,68.254
ENSG00000137819,PAQR5,0,1.86886092640062,1.35245507262575e-49,5.57393672118229,4.65184815252978e-53,231.596426,266.850184,194.983549,212.881365,718.255669,756.799366,864.026848,848.475601,21.975,24.188,18.141,21.799,65.630,66.084,69.045,82.534
ENSG00000131711,MAP1B,0,-2.33206807709407,5.72290995164179e-49,5.26461330558312,2.26369251875009e-52,715,762.031561,616,730,162,93,180.000001,112,67.841,69.073,57.312,74.750,14.803,8.121,14.384,10.895
ENSG00000163131,CTSS,0,2.00285165644076,1.4320421046641e-48,5.27783650705719,5.91071087277735e-52,173.643927,203.7304,157.611404,151.123813,626.038873,723.161602,645.122027,640.782015,16.476,18.467,14.664,15.475,57.204,63.147,51.552,62.331
ENSG00000151726,ACSL1,0,1.66735456185727,5.42994162807052e-48,6.32880427274075,2.33457514062227e-51,428.00153,447,424.03603,405,1052.000001,1362,1494.445138,1323.000001,40.610,40.517,39.452,41.471,96.125,118.930,119.422,128.693
ENSG00000101188,NTSR1,0,-2.82077944939364,3.62869443735486e-47,3.33498774014554,1.62254381775889e-50,181,195,210,181,23,23,35,24,17.174,17.675,19.538,18.534,2.102,2.008,2.797,2.335
ENSG00000137878,GCOM1,0,2.58656623421963,2.66766356855635e-46,4.92322789669693,1.23870391165531e-49,88.669714,120.092633,94.893297,79.920392,385.229444,490.632547,703.486345,650.970892,8.413,10.886,8.829,8.184,35.200,42.842,56.216,63.322
ENSG00000214039,LINC02418,0,-2.04399533523237,9.00776246489283e-46,4.79468760962568,4.33758145763323e-49,501.71101,483.65246,542.441127,438.909188,126.817192,80.620736,149.124656,106.496265,47.604,43.840,50.468,44.943,11.588,7.040,11.917,10.359
ENSG00000173702,MUC13,0,1.2263271178878,2.32044282580762e-45,9.41739582297341,1.15728828569696e-48,4577,4641.000001,4680,4257,9091,10371,11196,10293,434.279,420.674,435.425,435.907,830.680,905.601,894.681,1001.238
ENSG00000176945,MUC20,0,1.45756841003232,2.53754146777861e-44,6.09644824702566,1.3092032956706e-47,389.377104,422.194952,428.547853,377.036828,958.868003,1028.210565,1221.457745,1082.261574,36.945,38.269,39.872,38.608,87.615,89.784,97.608,105.276
ENSG00000204385,SLC44A4,0,2.13666561871245,6.82322386670863e-44,4.05573080740484,3.637675888145e-47,64.340645,75.346427,68.505044,62.812687,233.657168,288.189706,336.920741,295.015298,6.105,6.830,6.374,6.432,21.350,25.165,26.924,28.697
ENSG00000176387,HSD11B2,0,1.82393020902911,7.26757855825074e-43,6.07453646093446,3.99956169473961e-46,341.500569,355,325.912201,293,891.892204,949,1434.8911,1243.883538,32.403,32.178,30.323,30.003,81.496,82.867,114.663,120.997
ENSG00000144354,CDCA7,0,-1.89933707905422,9.89048764947771e-43,4.86987805519831,5.61312006522717e-46,514.000001,579,502.999999,439,151,104,169,105,48.770,52.482,46.799,44.953,13.797,9.081,13.505,10.214
ENSG00000075461,CACNG4,0,3.39979743375798,1.23052671633999e-42,4.00970960553749,7.19519637394187e-46,33,34,31,25,313.350482,383.655923,210.915009,322.396546,3.131,3.082,2.884,2.560,28.632,33.501,16.854,31.361
ENSG00000035862,TIMP2,0,3.15578925456089,1.91738605081324e-42,5.42562254809017,1.15411821381091e-45,109.418048,88.270411,89.438917,95.766186,675.017598,1089.424184,583.713304,891.332611,10.382,8.001,8.321,9.806,61.679,95.129,46.645,86.703
ENSG00000104419,NDRG1,0,2.123631852378,2.02106353905449e-42,6.10550466542561,1.25128187878931e-45,309.000001,267.999998,283.000001,276,1118,1463.000001,1049.999999,1106.999999,29.319,24.292,26.330,28.262,102.156,127.750,83.906,107.682
ENSG00000138166,DUSP5,0,3.84628926580031,2.8842974347453e-42,4.92241008765311,1.83533123094186e-45,30,48,46,50,508,714,373,769,2.846,4.351,4.280,5.120,46.418,62.347,29.807,74.803
ENSG00000261609,GAN,0,1.89435272183448,2.96277599760426e-42,6.35362331036237,1.93622178115745e-45,439.097265,403.432871,347.83289,345.409633,1204.694512,1509.886961,1297.256997,1450.954208,41.663,36.568,32.362,35.369,110.078,131.844,103.665,141.140
ENSG00000151090,THRB,0,2.11479119584427,4.67430626985634e-42,4.63625904689961,3.13512209614249e-45,117,117.281383,87.658714,90,357.999999,415.000001,461,483.000001,11.101,10.631,8.156,9.216,32.712,36.238,36.839,46.983
ENSG00000108828,VAT1,0,2.59143249598648,5.54763691296363e-42,5.91153865459305,3.81628418522959e-45,177,202,188.999999,190,1014,1479,855.000001,999.999999,16.794,18.310,17.584,19.456,92.653,129.147,68.324,97.274
ENSG00000142156,COL6A1,0,2.77461385974807,1.0737707245529e-41,6.19297484210728,7.57125899989145e-45,222,261.000001,189.000001,158,825.999999,1142,1918,1633,21.064,23.658,17.584,16.179,75.475,99.720,153.269,158.848
ENSG00000234664,NA,0,-1.57091505237134,1.67143806155876e-41,6.23912624922176,1.20729183939787e-44,1175.81202,1313.497351,1409.326883,1108.127416,456.628163,341.271311,487.750802,346.286242,111.564,119.059,131.123,113.470,41.724,29.800,38.977,33.685
ENSG00000074416,MGLL,0,2.47000057775147,2.47777611126098e-41,5.76749520066995,1.832327940981e-44,209.102787,199.795005,157.999999,170.221138,722.999999,789.391676,1149.081221,1280.202774,19.840,18.110,14.700,17.430,66.063,68.930,91.824,124.530
ENSG00000214049,UCA1,0,3.25663023601706,9.08962470990919e-41,9.49418823608206,6.87814482666353e-44,1516.974012,1579.515551,1567.709986,1396.415802,7558.881675,9286.243234,21190.969521,18725.979422,143.935,143.172,145.859,142.990,690.684,810.879,1693.388,1821.544
ENSG00000117115,PADI2,0,1.40916899372271,1.00773791143305e-40,6.17325519297718,7.79889005700851e-44,465,457.003943,427,399,1008,1055.002059,1262.316273,1156.253096,44.121,41.424,39.728,40.857,92.105,92.123,100.873,112.473
ENSG00000187867,PALM3,0,3.96504405175554,1.62504025612504e-40,4.02699047184285,1.28556678387108e-43,19,20,31,16,194,216,495,416,1.803,1.813,2.884,1.638,17.727,18.861,39.556,40.466
ENSG00000153246,PLA2R1,0,1.58647222357863,2.05592134896574e-39,5.65763876920858,1.66179344422567e-42,284.112321,289.973963,298.243006,244.376895,668.876332,750.272311,959.193279,864.125155,26.957,26.284,27.748,25.024,61.118,65.514,76.650,84.057
ENSG00000105289,TJP3,0,1.54672347017412,1.15810331599911e-38,6.39599999855436,9.56007346345593e-42,484,516.000002,453.000001,449,1308,1422,1284,1312.000001,45.923,46.772,42.147,45.977,119.517,124.170,102.605,127.623
ENSG00000084764,MAPRE3,0,1.5073137654011,2.82183681895505e-38,6.1366294652144,2.37793874368063e-41,398.000001,428,414.000001,381.000001,995,1083.000001,1146,1203.999999,37.763,38.795,38.518,39.013,90.917,94.568,91.578,117.117
ENSG00000267308,NA,0,3.35273483936493,3.99688842320378e-37,5.80468168668644,3.43688274821038e-40,117.702103,98.19536,121.954571,102.155976,607.938665,703.497135,1694.165881,1419.644328,11.168,8.901,11.347,10.461,55.550,61.430,135.382,138.094
ENSG00000204386,NEU1,0,1.61530484885874,6.1146856594633e-37,6.28056564382684,5.36311363669026e-40,455.719961,418.232911,456.180176,365.327426,1130.397205,1378.608116,1209.711389,1256.791131,43.240,37.910,42.443,37.409,103.289,120.381,96.669,122.253
ENSG00000117139,KDM5B,0,1.71500943510439,3.10368565830769e-36,5.23456211972612,2.77558006830962e-39,226.674422,206.754552,186.219584,158.609064,583.965737,569.172135,632.325198,666.698866,21.508,18.741,17.326,16.241,53.359,49.700,50.530,64.852
ENSG00000165828,PRAP1,0,3.44430658499056,2.89951414622942e-35,3.89131799032767,2.64285775276729e-38,20.555502,35.918194,40.545194,13.025721,178.350171,257.554202,458.702888,281.246897,1.950,3.256,3.772,1.334,16.297,22.490,36.655,27.358
ENSG00000143819,EPHX1,0,1.87514230205177,3.54260852389952e-35,5.87460159178782,3.28995236711394e-38,278.138526,297,282.080435,256,858.066281,1151,861.050708,1025,26.391,26.921,26.245,26.214,78.405,100.506,68.807,99.705
ENSG00000123989,CHPF,0,1.44830811819613,5.33867618747338e-35,6.57707692566789,5.14155272840403e-38,554.944008,606.969769,615,495,1435.972175,1499.987775,1459,1540,52.655,55.018,57.219,50.687,131.210,130.980,116.590,149.801
ENSG00000167703,SLC43A2,0,-1.63670130257492,5.99476589986105e-35,5.24880893026558,5.87651394383338e-38,629.956243,688.994855,648.637413,571.514006,219.736858,207.649931,179.527909,175.542711,59.772,62.453,60.349,58.522,20.078,18.132,14.346,17.076
ENSG00000151632,AKR1C2,0,2.32263918962379,6.54133964259315e-35,4.48630937108954,6.52480264279159e-38,98.946638,97.948547,69.424565,63.917175,329.230472,336.111552,424.086365,495.758656,9.388,8.878,6.459,6.545,30.083,29.349,33.889,48.224
ENSG00000187498,COL4A1,0,-1.79946651177986,1.11579465737997e-34,4.48929577631083,1.13216304857375e-37,414,418,390,314,127,86,116.000001,96,39.281,37.889,36.285,32.153,11.604,7.510,9.270,9.338
ENSG00000107738,VSIR,0,1.72464472262213,7.32578575816479e-34,5.16458302957457,7.55924029597206e-37,182,184.999999,195.999999,173,486,544.000001,630,682,17.269,16.769,18.236,17.715,44.408,47.502,50.344,66.341
ENSG00000159921,GNE,0,3.05343221086161,2.70228384013032e-33,6.6294471662132,2.8348722074733e-36,244.640441,236.248021,235.106061,225.389819,1071.027542,1171.68452,3122.405027,2361.019699,23.212,21.414,21.874,23.079,97.864,102.312,249.514,229.665
ENSG00000184292,TACSTD2,0,1.98768055722487,2.91086985836451e-33,5.4294126561318,3.15381362885383e-36,188,199,204,177,618,800,638,847,17.838,18.038,18.980,18.124,56.469,69.856,50.983,82.391
ENSG00000138449,SLC40A1,0,1.78659990495357,3.56298217712022e-33,5.14748439654652,3.92162724363585e-36,174,194,168,168,565,674,528,557,16.510,17.585,15.631,17.203,51.626,58.854,42.193,54.181
ENSG00000187837,H1-2,0,2.50553671371298,3.82435383663263e-33,4.83025080474205,4.27507866925415e-36,100,98,85,93,550,668,392,425,9.488,8.883,7.908,9.523,50.256,58.330,31.325,41.341
ENSG00000100292,HMOX1,0,2.42892971770425,4.29676649891632e-33,4.10645566711651,4.87706311466588e-36,69,61,66.207883,42,229,355.160916,294,348.267821,6.547,5.529,6.160,4.301,20.925,31.013,23.494,33.877
ENSG00000197712,FAM114A1,0,2.4590109726711,1.32687955911912e-32,3.92570540432986,1.52889969320827e-35,47.485681,50.664773,56.474456,50.506958,187.684706,228.158169,352.870291,329.254112,4.506,4.592,5.254,5.172,17.149,19.923,28.198,32.028
ENSG00000124253,PCK1,0,3.20424166531237,2.30667824359881e-32,8.22945386302736,2.69754450899822e-35,695,704,586.999999,618.702649,5386,8274.000001,4005.000001,5065,65.944,63.813,54.614,63.354,492.140,722.490,320.043,492.691
ENSG00000102317,RBM3,0,-1.44170816180593,7.4859353163574e-32,5.04054165788933,8.88316743475434e-35,510.497193,546.219155,578.990487,486.203926,174.74164,190.272448,245.605212,148.865097,48.437,49.511,53.869,49.786,15.967,16.615,19.627,14.481
ENSG00000241186,TDGF1,0,-1.65410922393221,2.05236328165184e-31,6.4727680751827,2.47072814961441e-34,1486.995697,1569.233325,1499.840543,1408.82418,485.296622,318.569193,672.322588,383.552199,141.090,142.240,139.544,144.260,44.343,27.818,53.726,37.310
ENSG00000064787,BCAS1,0,2.63691648164677,3.76656665394898e-31,5.84659999265199,4.5991406681407e-34,198.563598,193.689082,173.213629,142.606327,1027.152688,1446.469028,690.396777,986.955826,18.840,17.557,16.116,14.603,93.855,126.306,55.170,96.005
ENSG00000273782,NA,0,3.30653102375454,5.86483116416613e-31,5.18952651980763,7.26207446334224e-34,76.323885,82.28909,77.294361,60.428222,389.177807,421.239729,1128.780704,941.337169,7.242,7.459,7.191,6.188,35.561,36.783,90.202,91.567
ENSG00000004799,PDK4,0,1.97474577005527,6.73493830981912e-31,4.58814589508695,8.45530288091898e-34,112,104,97,116,316,463,406,439,10.627,9.427,9.025,11.878,28.874,40.429,32.444,42.703
ENSG00000135549,PKIB,0,1.63508163597916,8.15680601077259e-31,4.5078466160788,1.03806498150751e-33,114.115527,123.022751,129.708676,121.034699,317.000001,414.045778,397.969657,335.206333,10.828,11.151,12.068,12.394,28.966,36.155,31.802,32.607
ENSG00000101955,SRPX,0,5.13784070960166,3.3655147580125e-30,2.13669157090521,4.34095665900112e-33,5,2,2,1,65,82,91,116,0.474,0.181,0.186,0.102,5.939,7.160,7.272,11.284
ENSG00000169710,FASN,0,1.24808739628654,6.33358346611944e-30,9.14711780777793,8.27819738636693e-33,3943.999999,3626.006183,4128.005887,3214,7738.049983,8121.996473,9753.00811,8576.015214,374.218,328.672,384.068,329.106,707.056,709.217,779.371,834.220
ENSG00000197746,PSAP,0,1.27639888504228,9.90520230704522e-30,9.61163820964503,1.31167657427293e-32,5211.999998,5338,5133,4606,11297.999999,13833,10869.999999,10976,494.529,483.852,477.572,471.644,1032.342,1207.904,868.631,1067.676
ENSG00000213228,NA,0,-1.49183602249624,1.01950954212296e-29,4.79660618165916,1.36759840207734e-32,454.726889,488.937537,490.683713,375.102484,170.247622,138.512717,189.038843,124.746431,43.146,44.319,45.653,38.410,15.556,12.095,15.106,12.135
ENSG00000119862,LGALSL,0,1.82996126503611,1.98343975928095e-29,5.14049643115238,2.69475193876202e-32,173.236429,179,170.145388,161.999999,562.000001,640.995203,488,627.999999,16.437,16.225,15.830,16.588,51.352,55.972,38.996,61.088
ENSG00000112511,PHF1,0,1.90730981768279,4.39320687244113e-29,4.52228458484475,6.04427657136724e-32,99,98,108.999999,119,339.000001,463,362,370.000001,9.393,8.883,10.141,12.185,30.976,40.429,28.928,35.991
ENSG00000104549,SQLE,0,1.62352680425564,4.77374701452792e-29,6.88662649275908,6.64993048956544e-32,647.999999,661,730.999999,535,1535,1979.000001,2016,2082.000001,61.484,59.915,68.012,54.783,140.259,172.807,161.100,202.524
ENSG00000043143,JADE2,0,1.34427709972775,5.76916318752232e-29,5.69580866292638,8.13578312512821e-32,344.000001,339.000001,357,258.999999,689.237989,702.999999,1025.000001,783.629435,32.640,30.728,33.215,26.521,62.978,61.386,81.909,76.226
ENSG00000266524,GDF10,0,2.76810195806201,5.85641216962977e-29,3.16181182057304,8.35954064834421e-32,34,25,23,18,149,133,175,200,3.226,2.266,2.140,1.843,13.615,11.614,13.984,19.455
ENSG00000137747,TMPRSS13,0,1.26830016957341,6.1960798236234e-29,5.72179057005016,8.95094682759843e-32,357,364.999999,360,289.999999,677,799,907,805,33.873,33.085,33.494,29.695,61.860,69.769,72.479,78.305
ENSG00000154358,OBSCN,0,1.7325564906907,9.13851267905565e-29,3.96193876803278,1.33587902681089e-31,90.040437,82,81.00036,64,217,230.019171,313.480968,261.000001,8.543,7.433,7.536,6.553,19.828,20.085,25.051,25.388
ENSG00000177076,ACER2,0,2.62130894805246,9.65273404925625e-29,3.58511196266501,1.42764911042021e-31,41,39,38,29,151,170,294,266,3.890,3.535,3.536,2.970,13.797,14.844,23.494,25.875
ENSG00000265168,NA,0,3.42798086149509,1.62267047084108e-28,2.83413606903179,2.42785235632405e-31,10.15474,13.623816,12.756839,15.838789,113.901659,189.224417,127.478522,115.553779,0.964,1.235,1.187,1.622,10.408,16.523,10.187,11.240
ENSG00000155465,SLC7A7,0,2.04730197055394,1.72448655299343e-28,5.06428114120584,2.60984774216076e-31,168.746468,143,142.999999,121.230873,399,459,798.229745,666,16.011,12.962,13.305,12.414,36.458,40.080,63.787,64.784
ENSG00000005001,PRSS22,0,2.53571033799178,1.91870220063974e-28,4.3416432285346,2.93677224718277e-31,71.000001,78,62,53.000001,323.999999,493.000001,264.999999,367,6.737,7.070,5.768,5.427,29.605,43.049,21.176,35.699
ENSG00000103355,PRSS33,0,2.1873818681504,3.05464848564261e-28,3.32098540369628,4.72798878201515e-31,38,48,31,40,176,139.999999,210,169,3.606,4.351,2.884,4.096,16.082,12.225,16.781,16.439
ENSG00000089356,FXYD3,0,1.15842117698104,4.69622618314492e-28,6.49636047101513,7.34958953456219e-31,615,656,646,559.000001,1144,1355,1509,1326.000001,58.353,59.462,60.104,57.240,104.532,118.319,120.585,128.985
ENSG00000135124,P2RX4,0,1.43472069308029,6.9849666750296e-28,5.75762527659963,1.1051592242123e-30,328.396731,357.729422,310.233773,297.204505,831.038798,910.480563,778.2247,825.466083,31.159,32.426,28.864,30.433,75.935,79.504,62.189,80.296
ENSG00000148344,PTGES,0,1.31315016677298,1.23843453171899e-27,6.49496072918287,1.98074554920917e-30,559.674498,588.785588,616.55156,528.026142,1229.554244,1544.437103,1370.439881,1325.148239,53.103,53.369,57.364,54.069,112.349,134.861,109.513,128.902
ENSG00000213445,SIPA1,0,2.44101281224421,1.26951042043631e-27,3.41760335551439,2.05228093488939e-30,45.614119,41,31,28,152,172,208.007864,230,4.328,3.716,2.884,2.867,13.889,15.019,16.622,22.373
ENSG00000150961,SEC24D,0,1.88973709613404,1.42731121386438e-27,5.02720547177273,2.33192710401424e-30,154.025417,162.247365,162,135.001885,513.093553,608.721129,440.018797,598.017112,14.614,14.707,15.072,13.824,46.883,53.154,35.162,58.171
ENSG00000139112,GABARAPL1,0,1.91271029268825,1.44950583389165e-27,5.62667567758332,2.39311675673033e-30,236,256.999998,233,194,748.070078,1051.999999,672.000001,817.000001,22.392,23.295,21.678,19.865,68.354,91.861,53.700,79.473
ENSG00000142949,PTPRF,0,1.33044855109008,4.10512843234523e-27,9.42250974105691,6.84811697830476e-30,4685.998651,4441.99332,4238,3951.136371,10549.338201,11458.997595,9382.326276,10199.047123,444.621,402.635,394.302,404.587,963.934,1000.605,749.749,992.098
ENSG00000085552,IGSF9,0,1.2774030911958,4.54471620818084e-27,5.26608836633934,7.65959014913447e-30,265.159376,257.557819,248.904647,221.864874,567.760109,530.174362,621.023025,600.49013,25.159,23.346,23.158,22.718,51.878,46.295,49.626,58.412
ENSG00000105519,CAPS,0,1.96484894282293,5.23277143993988e-27,4.29669206467313,8.94599137276124e-30,95.538342,94.009971,94.839746,68.989956,271.826408,241.903051,494.668018,342.211999,9.065,8.521,8.824,7.064,24.838,21.123,39.529,33.288
ENSG00000110400,NECTIN1,0,-1.33191740458326,5.23277143993988e-27,6.06424809920955,8.99921137795566e-30,976,1153.999999,1100.000001,1007.999999,364,338,590,356.087232,92.606,104.602,102.344,103.217,33.260,29.514,47.147,34.638
ENSG00000197594,ENPP1,0,2.29192988704933,6.0134191659038e-27,4.34172296956184,1.04451706151011e-29,74.334655,75.447551,59.32065,91.875894,270.598991,254.007589,502.331248,420.753054,7.053,6.839,5.519,9.408,24.726,22.180,40.142,40.928
ENSG00000110042,DTX4,0,1.19185401465053,7.14441768444038e-27,6.76645875706517,1.25325572052371e-29,722,720,791,701,1446,1585,1764,1670,68.505,65.263,73.594,71.781,132.127,138.403,140.963,162.447
ENSG00000163328,GPR155,0,-1.55267514958425,8.21849609079852e-27,4.86724573792263,1.45580184248929e-29,490.460751,497.42159,504.38363,426.902163,156.350019,111.911906,229.343679,141.265988,46.536,45.088,46.928,43.714,14.286,9.772,18.327,13.741
ENSG00000100439,ABHD4,0,2.23645538682335,2.49860105676572e-26,4.93292625714233,4.46892376053167e-29,129.000001,113.999999,127,103,477.999998,720.999998,400,517.000001,12.240,10.333,11.816,10.547,43.677,62.958,31.964,50.290
ENSG00000159840,ZYX,0,1.32985114632809,2.7640070795195e-26,6.51315477692415,4.99115592119194e-29,547.492439,612.884245,625.816717,518.934936,1376.576537,1451.000001,1290.7177,1418.802601,51.948,55.554,58.226,53.138,125.783,126.702,103.142,138.012
ENSG00000210151,MIR12136,0,1.13706027369997,8.59315997444415e-26,5.82396431136824,1.56650378745435e-28,417.368926,426.990264,388.775216,336.11936,722.445114,856.982012,986.195655,772.743258,39.601,38.704,36.171,34.418,66.013,74.832,78.808,75.168
ENSG00000134202,GSTM3,0,1.83088986746256,9.0372287190727e-26,4.16386600067239,1.66299804450922e-28,92.796036,83.397615,79.863754,89.205748,220.237609,346.171706,326.211776,295.72503,8.805,7.559,7.430,9.134,20.124,30.228,26.068,28.766
ENSG00000114455,HHLA2,0,2.5977999446111,1.01706095040851e-25,2.84839403026575,1.88904986747587e-28,25.364626,20.792801,28.540392,14.018677,112.310943,147.075064,140.438791,119.505593,2.407,1.885,2.655,1.435,10.262,12.843,11.223,11.625
ENSG00000106665,CLIP2,0,1.91874073572734,1.89093322884676e-25,7.64689148760519,3.552077109549e-28,880,981,1019,841,2942.010505,3203.000001,3619,3753.012738,83.497,88.921,94.807,86.116,268.823,279.687,289.197,365.069
ENSG00000258947,TUBB3,0,-1.55812798181369,1.89093322884676e-25,4.39897874536729,3.57718635824966e-28,296.895829,382.977826,421.060761,286.485948,109.37606,103.876563,137.734103,104.041817,28.170,34.714,39.175,29.335,9.994,9.071,11.006,10.121
ENSG00000153132,CLGN,0,-2.79474152166553,1.97913058831547e-25,2.58334087681152,3.77807101489359e-28,115,126.000001,98,109,21.000001,13,16,12,10.912,11.421,9.118,11.161,1.919,1.135,1.279,1.167
ENSG00000176771,NCKAP5,0,-1.16307381892864,1.99723442532112e-25,5.14586106808,3.84697844490627e-28,538.999999,561.000001,583,477.999999,220,224,285,206.000001,51.142,50.851,54.242,48.946,20.102,19.560,22.775,20.038
ENSG00000125775,SDCBP2,0,3.06498575296874,3.26531328490869e-25,2.82102681583284,6.34564811933001e-28,15,14,16,20,94.755975,109.074209,160,167.540981,1.423,1.269,1.489,2.048,8.658,9.524,12.786,16.297
ENSG00000100196,KDELR3,0,2.11108280609613,5.23597102634568e-25,3.42155338867459,1.0265373914448e-27,39,48,41,48,174,202,170,185,3.700,4.351,3.815,4.915,15.899,17.639,13.585,17.996
ENSG00000172594,SMPDL3A,0,1.6145604101428,7.27920572820577e-25,5.35112450719406,1.43964204300078e-27,227,240,223.000001,199,461,576.999999,889,724,21.538,21.754,20.748,20.377,42.123,50.384,71.041,70.426
ENSG00000125657,TNFSF9,0,4.67310389228737,9.72281724272312e-25,1.71460503614498,1.93964744553611e-27,3.055665,2,4,1.020664,51,70,63,74,0.290,0.181,0.372,0.105,4.660,6.112,5.034,7.198
ENSG00000067064,IDI1,0,1.65400974498859,1.00304892710771e-24,6.79976282340054,2.01827651420713e-27,606.999999,636.999999,659,485,1590,2197.000001,1534,1819,57.594,57.740,61.313,49.663,145.284,191.843,122.583,176.941
ENSG00000141458,NPC1,0,1.16155073561662,1.41889923821504e-24,6.31249142590149,2.87942817530354e-27,542.096488,565.974893,585.45085,482.714549,1042.704307,1224.517013,1212.000503,1196.767684,51.436,51.302,54.470,49.429,95.276,106.925,96.852,116.414
ENSG00000261385,NA,0,1.26398803692325,1.41921556984401e-24,5.49025125999924,2.90447749344656e-27,293.840706,314.603745,290.25883,270.095279,635.367507,692.402573,668.000336,697.56586,27.880,28.517,27.006,27.657,58.056,60.461,53.380,67.855
ENSG00000065989,PDE4A,0,1.32068670108429,2.29323560585668e-24,5.91159925209659,4.73263062071649e-27,376,384,423,340.999999,830.000001,1046.999999,893,879.999999,35.676,34.807,39.356,34.918,75.840,91.425,71.360,85.601
ENSG00000169991,IFFO2,0,1.77224828308969,2.33869481027427e-24,6.05613818537188,4.86666675913094e-27,381,352,327,277,922,1041.999999,971,1407.000001,36.150,31.906,30.424,28.364,84.247,90.988,77.593,136.864
ENSG00000136943,CTSV,0,1.37022211925705,4.73971327152368e-24,4.81939305852943,9.94453745035666e-27,191.472468,200.821229,170.441549,134.444134,439.720317,432.554081,450.463633,408,18.167,18.203,15.858,13.767,40.179,37.771,35.997,39.688
ENSG00000153071,LOC112267931,0,1.3923525429347,8.89799306588291e-24,4.50592124444496,1.88221773626085e-26,133.999999,136,150.999999,131,309.999999,361,364.999999,360.000001,12.714,12.327,14.049,13.414,28.326,31.523,29.167,35.019
ENSG00000153071,DAB2,0,1.39235280745973,8.89904397699893e-24,4.50592124444496,1.89774442902964e-26,133.999999,136,150.999999,131,309.999999,361,364.999999,360.000001,12.714,12.327,14.049,13.414,28.326,31.523,29.167,35.019
